iter	Logloss
193	0.1226517363
194	0.1225411501
195	0.1224844669
196	0.1224017604
197	0.1223405121
198	0.1222386743
199	0.1222201826
200	0.1220864239
201	0.1219996673
202	0.1219346443
203	0.1218267758
204	0.1217432788
205	0.1216558827
206	0.1215458827
207	0.1214528023
208	0.1213898131
209	0.1213026657
210	0.1212738357
211	0.1211950371
212	0.1211042127
213	0.1210236555
214	0.1209466777
215	0.1208716183
216	0.1208015948
217	0.1207772944
218	0.1207014357
219	0.1206010901
220	0.1204954065
221	0.1204644626
222	0.1203629624
223	0.1202788347
224	0.1201707087
225	0.1200797955
226	0.11999986
227	0.1199349524
228	0.1198484889
229	0.1197689354
230	0.1197173948
231	0.1196118178
232	0.1195383039
233	0.119457276
234	0.1193850143
235	0.1193332872
236	0.1192657151
237	0.1191892968
238	0.119151736
239	0.1190640468
240	0.118969048
241	0.1189326685
242	0.1188392417
243	0.1187544302
244	0.1187043107
245	0.1185845407
246	0.1185311883
247	0.1184638471
248	0.1183640965
249	0.1183037897
250	0.1182422394
251	0.1181799608
252	0.1180834165
253	0.1180085969
254	0.1179325517
255	0.1178439654
256	0.1177665435
257	0.1177050287
258	0.1176669795
259	0.1176068769
260	0.1175509043
261	0.1174929778
262	0.117412465
263	0.1173141533
264	0.1172102727
265	0.1171013118
266	0.1170089953
267	0.1169571971
268	0.1169021837
269	0.1168101514
270	0.1167240343
271	0.1166986681
272	0.1166162102
273	0.1165336813
274	0.1164864217
275	0.116430982
276	0.1163612073
277	0.1162938661
278	0.116238684
279	0.1161594946
280	0.1160908034
281	0.1160188793
282	0.1159467686
283	0.1158593103
284	0.1157700846
285	0.1157016421
286	0.1156944834
287	0.1156403583
288	0.1155689937
289	0.115511378
290	0.115442518
291	0.1153966084
292	0.1153686133
293	0.1153303597
294	0.1152799027
295	0.115175809
296	0.1150953228
297	0.1149767342
298	0.1149248383
299	0.1148768326
300	0.1148189327
301	0.1147493889
302	0.1146953259
303	0.1146288729
304	0.1145887275
305	0.1145308542
306	0.1144449147
307	0.1143977706
308	0.1143253402
309	0.1142119296
310	0.1141534879
311	0.1140811729
312	0.1140180594
313	0.1139400424
314	0.1138774974
315	0.1138173149
316	0.1137220851
317	0.1136515288
318	0.1136010629
319	0.1135348585
320	0.1134826873
321	0.1134282424
322	0.1133997854
323	0.1133382351
324	0.1132742867
325	0.1131938894
326	0.1131406347
327	0.1131002229
328	0.1130754784
329	0.1130358659
330	0.1129609753
331	0.112893421
332	0.112822687
333	0.1127342961
334	0.112700439
335	0.1126142064
336	0.1125642823
337	0.1124661838
338	0.1124055483
339	0.112333411
340	0.1122819148
341	0.1122474715
342	0.1122035247
343	0.112133226
344	0.1120953454
345	0.1120182521
346	0.1119672533
347	0.111911263
348	0.1118800171
349	0.1118224103
350	0.1117810659
351	0.111737359
352	0.1116597505
353	0.1116235487
354	0.1115255212
355	0.1114673193
356	0.1114162316
357	0.1113526119
358	0.1112867007
359	0.1112477899
360	0.1111898011
361	0.1111355783
362	0.1110877147
363	0.1110280296
364	0.1109428361
365	0.1108612309
366	0.1108102588
367	0.1107685769
368	0.1106926382
369	0.1106530435
370	0.1105716159
371	0.1105275448
372	0.1104275545
373	0.1103570869
374	0.1103123852
375	0.1101856964
376	0.110117849
377	0.1100247153
378	0.1099717004
379	0.109911509
380	0.1098556963
381	0.1098103729
382	0.1097603954
383	0.1097210494
384	0.1096817212
385	0.1096224002
386	0.1095536113
387	0.1095071777
388	0.1094674587
389	0.1094123299
390	0.1093423508
391	0.1092730024
392	0.1092228207
393	0.1091755699
394	0.1091374674
395	0.1090406567
396	0.1089879348
397	0.1089440236
398	0.108869053
399	0.1087887534
400	0.1087289262
401	0.1086781405
402	0.1086378442
403	0.1085496487
404	0.1085023181
405	0.108480096
406	0.1084396131
407	0.1083707976
408	0.1083275614
409	0.1082924342
410	0.1082627249
411	0.1082210519
412	0.1081939449
413	0.108101424
414	0.1080708443
415	0.1080323243
416	0.1079978721
417	0.1079205656
418	0.1079140464
419	0.1078772317
420	0.1078229911
421	0.1077701093
422	0.1076784323
423	0.107642932
424	0.1075838153
425	0.1075072816
426	0.1074366275
427	0.10737299
428	0.1072698644
429	0.1072246121
430	0.1071673072
431	0.1071129511
432	0.1070213096
433	0.1069736325
434	0.1069057585
435	0.106822972
436	0.1067523357
437	0.1066804826
438	0.1066467676
439	0.1065877308
440	0.1065198656
441	0.1064550824
442	0.1064037461
443	0.1063515926
444	0.1062585922
445	0.1062169192
446	0.1061650233
447	0.1061080737
448	0.106042047
449	0.1060050813
450	0.1059557434
451	0.1059051354
452	0.1058651055
453	0.105811229
454	0.1057455842
455	0.1056779677
456	0.1056197392
457	0.1055637311
458	0.1055195978
459	0.1054892845
460	0.1054421315
461	0.1054147314
462	0.1053472304
463	0.1052647281
464	0.1052065795
465	0.1051013311
466	0.1050433779
467	0.1049694821
468	0.1049187852
469	0.1048363718
470	0.1048164945
471	0.1047673608
472	0.1047063612
473	0.1046493939
474	0.1045731888
475	0.1045311249
476	0.1044701076
477	0.1044230078
478	0.1043691491
479	0.1043140736
480	0.1042723828
481	0.1042197586
482	0.1041461203
483	0.1040848986
484	0.1040667888
485	0.1040183213
486	0.1039686991
487	0.103903454
488	0.1038582283
489	0.1037901411
490	0.1037398351
491	0.1036836316
492	0.1036450583
493	0.1035977009
494	0.1035351381
495	0.103470799
496	0.1034356984
497	0.1033721942
498	0.1033031921
499	0.1032531525
500	0.103206257
501	0.1031537572
502	0.1030774988
503	0.1030342537
504	0.1029617612
505	0.1028982391
506	0.1028255778
507	0.1027599686
508	0.1027117408
509	0.1026702099
510	0.1026126031
511	0.1025487258
512	0.1024466749
513	0.1023832061
514	0.1023472885
515	0.1023053401
516	0.1022535864
517	0.1022075169
518	0.1021522371
519	0.1020783945
520	0.1020289855
521	0.1019827651
522	0.1019239415
523	0.1018679955
524	0.101814794
525	0.1017628005
526	0.1016905477
527	0.101659364
528	0.1016209595
529	0.1015540002
530	0.1014815254
531	0.1014154898
532	0.1013630877
533	0.1013170626
534	0.1012660461
535	0.1012244175
536	0.1011804174
537	0.101119631
538	0.1010824432
539	0.1010339668
540	0.1009625845
541	0.1008889639
542	0.1008409671
543	0.1007859893
544	0.1007150066
545	0.1006551794
546	0.1006035322
547	0.10056082
548	0.1004889225
549	0.1004442564
550	0.1003804057
551	0.1003316007
552	0.1002726527
553	0.1001855053
554	0.1001454399
555	0.1000901246
556	0.1000391524
557	0.09998174985
558	0.09990470984
559	0.099813841
560	0.09976537347
561	0.09969852967
562	0.0996534816
563	0.09960901085
564	0.09952716583
565	0.09946666358
566	0.09938704787
567	0.09932953876
568	0.09926911644
569	0.09923112045
570	0.09918618785
571	0.09914542965
572	0.09910650109
573	0.09904114054
574	0.09900254948
575	0.09893711787
576	0.09889113723
577	0.09882836125
578	0.09878728331
579	0.09873403742
580	0.0986703644
581	0.0986224653
582	0.09857737283
583	0.09854019396
584	0.09846986853
585	0.09842316846
586	0.09833973362
587	0.09830342516
588	0.09826846672
589	0.09823350829
590	0.09819402017
591	0.09816243679
592	0.09809277749
593	0.09803922962
594	0.09800563008
595	0.09797271444
596	0.09791549842
597	0.09785655935
598	0.09781406922
599	0.09774933039
600	0.09769556048
601	0.09760453176
602	0.0975574409
603	0.09749007308
604	0.09744980338
605	0.0974206003
606	0.09738128982
607	0.09728462122
608	0.09721888763
609	0.0971768327
610	0.09712539868
611	0.09708689644
612	0.0970243958
613	0.09696737518
614	0.09692643935
615	0.09688067186
616	0.09682639569
617	0.09679582483
618	0.09675755351
619	0.09672390069
620	0.09667686311
621	0.09663264105
622	0.0966037133
623	0.09654312223
624	0.09651494942
625	0.09647098492
626	0.09638802969
627	0.09634038816
628	0.09630956861
629	0.09627013379
630	0.09618947004
631	0.09613075301
632	0.09607798673
633	0.09603349821
634	0.09598060759
635	0.09590979366
636	0.09587791718
637	0.0958404541
638	0.09579431358
639	0.09574538421
640	0.09566661226
641	0.09562628039
642	0.09556831831
643	0.09550033765
644	0.09542488747
645	0.09535762623
646	0.09532245463
647	0.09524733307
648	0.09521919579
649	0.09519097858
650	0.09512544039
651	0.09505248597
652	0.09500328126
653	0.09494923602
654	0.09488053594
655	0.09482419921
656	0.09478944505
657	0.09475163559
658	0.09471240504
659	0.0946580667
660	0.09461035412
661	0.09456697582
662	0.09454028626
663	0.0944782297
664	0.09443911463
665	0.09441453892
666	0.09434325426
667	0.09427398575
668	0.09418789527
669	0.09414102645
670	0.09410183144
671	0.09406015842
672	0.09403358433
673	0.09400993232
674	0.09397419229
675	0.09393653381
676	0.09391179823
677	0.09388746233
678	0.09386293991
679	0.09382822128
680	0.0937778353
681	0.09374666047
682	0.09370651512
683	0.09367264025
684	0.09362372864
685	0.09358475566
686	0.09351814279
687	0.09349529013
688	0.09347143384
689	0.09342375679
690	0.09339157833
691	0.09330921817
692	0.09320843733
693	0.09318867551
694	0.09315154994
695	0.09311876752
696	0.09305384217
697	0.09301325273
698	0.09296867539
699	0.09294718164
700	0.09291160148
701	0.09288071087
702	0.09282207378
703	0.0927594488
704	0.09272451701
705	0.09267382017
706	0.0926544225
707	0.09260781125
708	0.09257608576
709	0.09253089558
710	0.09249358349
711	0.09246301262
712	0.09243324999
713	0.09241417206
714	0.09237406223
715	0.09234470816
716	0.09229116029
717	0.09223939765
718	0.09221047878
719	0.09218882515
720	0.09214597087
721	0.09211215817
722	0.09208453604
723	0.0920645877
724	0.09202777299
725	0.09196742172
726	0.09194806846
727	0.0919300741
728	0.09190453917
729	0.0918669251
730	0.09183027914
731	0.09180325207
732	0.09176909299
733	0.09174203928
734	0.09171567835
735	0.09168985032
736	0.09162799804
737	0.09160053577
738	0.09155871177
739	0.09153240413
740	0.09150728663
741	0.09147375815
742	0.09144912027
743	0.09141790992
744	0.09136284327
745	0.09134311698
746	0.09132642824
747	0.09130090218
748	0.09128035877
749	0.09122496351
750	0.09119179918
751	0.09116847579
752	0.09111993721
753	0.09106614065
754	0.09104338569
755	0.09100334692
756	0.09096023506
757	0.09092998394
758	0.09090378287
759	0.09087917164
760	0.09085958745
761	0.09084564316
762	0.09082457572
763	0.09078340009
764	0.09075114169
765	0.09068653609
766	0.09065788367
767	0.09059577382
768	0.09055601926
769	0.09049119161
770	0.09045240515
771	0.09042839787
772	0.09036409425
773	0.09032540549
774	0.09029418626
775	0.09024182854
776	0.0902044898
777	0.09017210706
778	0.090110539
779	0.09008927617
780	0.09007089102
781	0.09002728179
782	0.08996569597
783	0.08988949084
784	0.08983136889
785	0.08976289085
786	0.08973072127
787	0.08971018675
788	0.08965213585
789	0.08963205429
790	0.08961216812
791	0.08954519998
792	0.08951297711
793	0.08948169571
794	0.08941239167
795	0.08939534766
796	0.08932936539
797	0.08930745419
798	0.08927059507
799	0.0892513395
800	0.08921973836
801	0.08916674115
802	0.08912833661
803	0.08905483153
804	0.08897319079
805	0.08892263606
806	0.08886160978
807	0.08884270949
808	0.0887976703
809	0.08872680309
810	0.08867509373
811	0.08860979535
812	0.08855388495
813	0.08852666249
814	0.08850785101
815	0.08844075852
816	0.08839281502
817	0.08837446539
818	0.08832056225
819	0.08827006081
820	0.08822065182
821	0.08817377412
822	0.08811701996
823	0.08807056858
824	0.08805365779
825	0.0879975431
826	0.0879547954
827	0.08792693346
828	0.08788152124
829	0.08780664837
830	0.08778884941
831	0.08775938876
832	0.08773068305
833	0.08767826316
834	0.08761347992
835	0.0875822518
836	0.08752538217
837	0.08747574226
838	0.08744785367
839	0.08740520366
840	0.08736464086
841	0.08734720605
842	0.08733118344
843	0.08731412166
844	0.08730002638
845	0.08727714707
846	0.08722695649
847	0.08715415306
848	0.08709945945
849	0.08705638313
850	0.08701433708
851	0.0869618639
852	0.08692072379
853	0.08685791229
854	0.08681883273
855	0.08677142213
856	0.08673138335
857	0.08667785325
858	0.08663463482
859	0.08662092144
860	0.08657794282
861	0.08656199126
862	0.0865201939
863	0.08648106994
864	0.08643568436
865	0.08639103597
866	0.08637490678
867	0.08632850869
868	0.08625828984
869	0.08622016063
870	0.08616021792
871	0.08611461031
872	0.0860648727
873	0.08603312944
874	0.08599603051
875	0.08595981975
876	0.08594399253
877	0.08589537402
878	0.08585179144
879	0.08581509218
880	0.08578782531
881	0.08574709376
882	0.08570417731
883	0.08566944979
884	0.08563440254
885	0.08559224103
886	0.08555899677
887	0.08551703954
888	0.08547161844
889	0.08543756594
890	0.08540338909
891	0.08539069712
892	0.08537825383
893	0.08533736241
894	0.08530368294
895	0.0852602247
896	0.08522797519
897	0.08519511284
898	0.08516846769
899	0.08513388228
900	0.0851023966
901	0.0850728116
902	0.08504709015
903	0.08501433438
904	0.08497504167
905	0.08493697463
906	0.084921929
907	0.08488781433
908	0.08485457006
909	0.08482942592
910	0.08479900604
911	0.08476021071
912	0.08471147673
913	0.08468219371
914	0.08465370116
915	0.08462270397
916	0.08458218558
917	0.08455116174
918	0.08452861995
919	0.08446071922
920	0.08444869338
921	0.08440683385
922	0.08436605789
923	0.08431765253
924	0.08428558065
925	0.08427375021
926	0.08423651805
927	0.0841970477
928	0.084131323
929	0.08409047599
930	0.08405416753
931	0.08402309928
932	0.08398460592
933	0.08391802858
934	0.08388772416
935	0.08384296919
936	0.08382108464
937	0.08378573541
938	0.08375389446
939	0.08372973619
940	0.08369409386
941	0.08366659606
942	0.08363686008
943	0.08361010835
944	0.08357912004
945	0.0835485314
946	0.08349826977
947	0.08346882688
948	0.0834278644
949	0.08339780867
950	0.08336668714
951	0.08330197495
952	0.08323903911
953	0.08320511095
954	0.08317201768
955	0.08311287433
956	0.08305181252
957	0.08303062075
958	0.08300388678
959	0.08297034054
960	0.08293816208
961	0.0829264915
962	0.08289632919
963	0.08286677972
964	0.08280802717
965	0.0827796412
966	0.0827437413
967	0.08272961049
968	0.08269824915
969	0.08264549175
970	0.08260662536
971	0.08258117036
972	0.08255072384
973	0.08248707746
974	0.08246653405
975	0.08243670036
976	0.08242546499
977	0.08238672294
978	0.08235845244
979	0.08232559897
980	0.08230067687
981	0.08227485772
982	0.08222661224
983	0.08219461141
984	0.08217016893
985	0.08214037965
986	0.08210280111
987	0.0820898338
988	0.08203447406
989	0.08200753582
990	0.0819763077
991	0.08192036177
992	0.08190765203
993	0.08187988779
994	0.08184589746
995	0.08180107143
996	0.08174733705
997	0.08171415496
998	0.08168729664
999	0.08163507215
